trail_name,length,difficulty,trail_link,longitude,latitude,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Charleau Gap Rd,18.7,DIFFICULT,https://www.mtbproject.com/trail/5402320/charleau-gap-rd,32.520463,-110.884742,Catalina,0.517277487,3.3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,3793,2361,6,24,5064,3142,Unknown,Unknown
Backbone Trail (#1000),5.3,INTERMEDIATE,https://www.mtbproject.com/trail/7036752/backbone-trail-1000,34.721351,-111.986966,Verde Village,0.516230366,3.4,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,434,390,3,12,3537,3287,Unknown,Unknown
Embry-Riddle / Jan Alfano Trail,2.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7001367/embry-riddle-jan-alfano-trail,34.610072,-112.449203,Prescott,0.515183246,3.4,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,"City of Prescott, AZ - Recreation Services",http://cityofprescott.net/services/parks/,163,84,2,7,5267,5158,Unknown,Unknown
Slate Trail,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/7022465/slate-trail,33.830127,-112.00097,Cave Creek,0.514136126,3.3,,,,,82,158,2,8,2133,1998,Unknown,Allowed
Little Pan,3.1,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4512375/little-pan,33.995814,-112.182843,Black Canyon City,0.513089005,3.3,Black Canyon Trail Coalition,https://www.mtbproject.com/club/4676322/black-canyon-trail-coalition,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,493,348,5,13,2046,1777,Unknown,Unknown
Ridgeline Trail,0.9,DIFFICULT,https://www.mtbproject.com/trail/7002017/ridgeline-trail,32.499782,-111.03697,Guadalupe,0.512041885,3.4,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,62,214,6,24,1696,1498,Leashed,Allowed
Little Leaf Trail,0.7,INTERMEDIATE,https://www.mtbproject.com/trail/7000750/little-leaf-trail,33.167433,-111.63638,Queen Creek,0.510994764,3.3,San Tan Shredders,https://www.mtbproject.com/club/5002448/san-tan-shredders,Maricopa County Parks,http://www.maricopa.gov/parks/,82,2,2,7,1761,1679,Unknown,Allowed
Sunset Pass,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/6186476/sunset-pass,32.169867,-111.033215,Drexel Heights,0.509947644,3.4,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,84,106,2,6,2729,2631,Unknown,Unknown
Foothills Rim Trail,5.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/6391684/foothills-rim-trail,35.191311,-114.097054,Kingman,0.508900524,3.3,,,,,535,523,4,11,3967,3599,Unknown,Unknown
The Pearl Charles Trail (Trail 1A),7.1,DIFFICULT,https://www.mtbproject.com/trail/6022332/the-pearl-charles-trail-trail-1a,33.540425,-112.047359,Paradise Valley,0.507853403,3.1,,,,,1066,978,5,32,2054,1247,Unknown,Unknown
Lower Brookbank,1.5,DIFFICULT,https://www.mtbproject.com/trail/875030/lower-brookbank,35.25495,-111.624711,Flagstaff,0.506806283,3.3,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,709,8,9,18,8317,7608,Unknown,Unknown
Technical Loop,2.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7002882/technical-loop,33.669015,-111.701921,Avondale,0.505759162,3.3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,348,248,4,14,1288,1044,Unknown,Allowed
East Copper Trail #260,3.8,DIFFICULT,https://www.mtbproject.com/trail/7012682/east-copper-trail-260,34.48962,-112.539933,Prescott,0.504712042,3.3,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,59,1573,8,18,6892,5378,Unknown,Unknown
Great Horned Owl Trail,3.2,INTERMEDIATE,https://www.mtbproject.com/trail/4904520/great-horned-owl-trail,33.735252,-112.078531,Anthem,0.503664921,3.3,Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,440,451,5,17,1981,1618,Unknown,Unknown
North Mountain Park,1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7017450/north-mountain-park,32.561076,-111.008844,Catalina,0.502617801,3.3,,,,,32,61,2,4,3735,3678,Unknown,Unknown
Little Butte Loop,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/7008978/little-butte-loop,33.459988,-111.953917,Tempe Junction,0.501570681,3.3,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,42,36,3,6,1330,1288,Leashed,Unknown
Easter Island Trail,0.6,DIFFICULT,https://www.mtbproject.com/trail/7047502/easter-island-trail,34.590226,-112.403685,Prescott Valley,0.50052356,3.5,,,,,50,96,5,13,5253,5193,Leashed,Unknown
Javelina Trail #332,6.9,INTERMEDIATE,https://www.mtbproject.com/trail/7003786/javelina-trail-332,34.602893,-112.530006,Williamson,0.49947644,3.5,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,790,765,4,13,6011,5663,Leashed,Unknown
Aspen Creek Trail #48,3.5,DIFFICULT,https://www.mtbproject.com/trail/7011228/aspen-creek-trail-48,34.50074,-112.528371,Prescott,0.498429319,3.5,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,591,412,5,23,6801,6391,Unknown,Unknown
Stronghold Divide Trail #279,4.7,DIFFICULT,https://www.mtbproject.com/trail/7018907/stronghold-divide-trail-279,31.930156,-109.997826,Saint David,0.497382199,3.5,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,827,1022,7,33,5959,4940,Unknown,Unknown
Cow Pies Trail,0.6,DIFFICULT,https://www.mtbproject.com/trail/4941173/cow-pies-trail,34.872037,-111.712917,Sedona,0.496335079,3.5,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,121,22,5,22,5150,5029,Unknown,Unknown
West Trail #318,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/7002324/west-trail-318,34.555905,-112.523538,Prescott,0.495287958,3.5,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,314,111,4,19,6031,5827,Unknown,Unknown
Anaconda Trail,1.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4942860/anaconda-trail,34.88906,-111.828323,West Sedona,0.494240838,3.1,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,151,301,5,12,4697,4399,Unknown,Unknown
Observatory Mesa Trail (Loop Trail: Bob Sizer Segment),2,INTERMEDIATE,https://www.mtbproject.com/trail/965646/observatory-mesa-trail-loop-trail-bob-sizer-segment,35.209919,-111.680811,Flagstaff,0.493193717,3.5,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,20,305,3,18,7380,7091,Unknown,Unknown
Cougar Trail,1.7,INTERMEDIATE,https://www.mtbproject.com/trail/7025306/cougar-trail,33.382551,-111.423156,Apache Junction,0.492146597,3.5,AZ State Land Department,http://www.azland.gov/,,,178,27,2,8,2151,2000,Unknown,Unknown
Marcus Landslide Trail,1.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7020343/marcus-landslide-trail,33.694536,-111.801482,Rio Verde,0.491099476,3.5,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,29,286,4,8,2795,2522,Leashed,Not Allowed
Quartz Mine,2.8,DIFFICULT,https://www.mtbproject.com/trail/7037242/quartz-mine,33.492957,-112.552985,Citrus Park,0.490052356,3.5,Maricopa County Parks,http://www.maricopa.gov/parks/,,,339,549,6,29,1776,1345,Leashed,Allowed
Rock Knob Trail,1.1,EASY,https://www.mtbproject.com/trail/5400198/rock-knob-trail,33.694229,-111.778503,Rio Verde,0.489005236,3.5,,,,,256,1,5,7,2681,2425,Unknown,Allowed
Apple Blossom Trail #373,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7012605/apple-blossom-trail-373,34.512592,-112.477087,Prescott,0.487958115,3.5,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,193,71,4,10,5742,5552,Leashed,Unknown
Military Trail,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7032774/military-trail,33.822411,-111.97156,Cave Creek,0.486910995,3.5,Maricopa County Parks,http://www.maricopa.gov/parks/,,,205,11,3,12,2191,1991,Unknown,Allowed
Christmas Tree,1.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/5409037/christmas-tree,35.235868,-111.581403,Flagstaff,0.485863874,3.5,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,253,12,3,8,7281,7028,Unknown,Unknown
Antelope Wash OHV Trail 7192,4.8,INTERMEDIATE,https://www.mtbproject.com/trail/7014869/antelope-wash-ohv-trail-7192,35.07597,-113.81607,Kingman,0.484816754,3.5,Colorado River Area Trail Alliance,https://www.mtbproject.com/club/4044379/colorado-river-area-trail-alliance,BLM Arizona - Kingman Field Office,http://www.blm.gov/az/st/en/fo/kingman_field_office.html,1267,36,5,19,6055,4825,Unknown,Allowed
High Ridge,1.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7057007/high-ridge,33.501871,-111.637835,Apache Junction,0.483769634,3.5,Hawes Trail Alliance,https://www.mtbproject.com/club/7000810/hawes-trail-alliance,,,41,512,6,18,2634,2141,Unknown,Unknown
Portal Trail,1,INTERMEDIATE,https://www.mtbproject.com/trail/7056642/portal-trail,32.192326,-111.025346,Drexel Heights,0.482722513,3.5,Pima County Parks and Recreation,http://webcms.pima.gov/cms/One.aspx?portalId=169&pageId=41889,,,32,40,1,5,2536,2508,Leashed,Unknown
Hole in the Wall Trail,0.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7043189/hole-in-the-wall-trail,34.621288,-112.426098,Prescott Valley,0.481675393,3.5,,,,,166,5,5,10,5185,5024,Leashed,Unknown
OHV Road #09202Y,3.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7044432/ohv-road-09202y,34.627201,-111.763177,Lake Montezuma,0.480628272,3.5,,,,,262,70,2,5,3868,3673,Unknown,Unknown
Scenic Loop,5.4,EASY,https://www.mtbproject.com/trail/7024698/scenic-loop,32.339293,-112.849474,Ajo,0.479581152,3.5,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,287,179,2,3,2093,1807,Off-leash,Unknown
Juniper Gate,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7041139/juniper-gate,34.575198,-112.534534,Prescott,0.478534031,3.5,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,234,10,4,7,5814,5591,Leashed,Unknown
Loop Trail,1.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/5505319/loop-trail,32.507865,-111.041534,Catalina,0.477486911,3.5,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,478,100,7,19,4245,3857,Unknown,Unknown
Ringtail Trail,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7000861/ringtail-trail,32.23754,-111.145963,Tucson Estates,0.476439791,3.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,0,107,3,6,2795,2688,Unknown,Unknown
Valentine Well,5.5,INTERMEDIATE,https://www.mtbproject.com/trail/7025590/valentine-well,32.331202,-112.892072,Ajo,0.47539267,3.5,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,11,236,1,3,1936,1711,Leashed,Unknown
Middle Teacup,0.3,DIFFICULT,https://www.mtbproject.com/trail/7038657/middle-teacup,34.883459,-111.796065,West Sedona,0.47434555,3.5,,,,,0,99,6,14,4768,4669,Unknown,Unknown
Creosote Trail,0.7,EASY,https://www.mtbproject.com/trail/7000587/creosote-trail,32.193877,-111.166382,Tucson Estates,0.473298429,3.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,29,0,1,1,2459,2430,Unknown,Unknown
Mallard Trail,0.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7044431/mallard-trail,34.635428,-111.763231,Lake Montezuma,0.472251309,3.5,,,,,3,43,3,8,3742,3700,Unknown,Unknown
Upper Chain Breaker,1,INTERMEDIATE,https://www.mtbproject.com/trail/7024490/upper-chain-breaker,32.339695,-112.908988,Ajo,0.471204188,3.5,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,,,43,64,2,5,2032,1974,Leashed,Unknown
Sumpin' Specialized,0.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7022191/sumpin-specialized,32.350966,-112.897274,Ajo,0.470157068,3.5,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,95,0,8,12,2137,2043,Leashed,Unknown
Lower Chain Breaker Overlook,0.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057802/lower-chain-breaker-overlook,32.328576,-112.914593,Ajo,0.469109948,3.5,,,,,52,14,3,5,1982,1931,Unknown,Unknown
Rocky Ridge,2.8,DIFFICULT,https://www.mtbproject.com/trail/836687/rocky-ridge,35.244665,-111.661308,Flagstaff,0.468062827,2.9,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,494,101,4,12,7587,7191,Unknown,Unknown
Green Mountain,3.9,VERY DIFFICULT,https://www.mtbproject.com/trail/304609/green-mountain,32.397951,-110.689286,Tanque Verde,0.467015707,2.8,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,431,1817,11,39,7333,5946,Unknown,Unknown
AZT - Passage 37 - Grand Canyon - South Rim,22.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7012217/azt-passage-37-grand-canyon-south-rim,35.957478,-111.955336,Grand Canyon,0.465968586,3.3,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,852,1182,2,12,7531,6608,Unknown,Unknown
Wild Mustang Trail,3.2,DIFFICULT,https://www.mtbproject.com/trail/7046622/wild-mustang-trail,32.484446,-111.098047,Tortolita,0.464921466,3.3,,,,,699,462,7,20,4064,3384,Unknown,Unknown
Mystic Trail,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/4915743/mystic-trail,34.824361,-111.775475,Village of Oak Creek (Big Park),0.463874346,2.7,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,126,173,3,8,4366,4230,Unknown,Unknown
Rupp Trail,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/4943218/rupp-trail,34.881426,-111.853889,West Sedona,0.462827225,3.1,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,62,204,4,10,4539,4339,Unknown,Unknown
Desert Tortoise,1.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4903892/desert-tortoise,33.743215,-112.094108,Anthem,0.461780105,3.1,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,94,50,3,6,1769,1676,Unknown,Unknown
Andante,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/4968902/andante,34.878898,-111.80044,West Sedona,0.460732984,3.3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,39,46,3,6,4678,4642,Unknown,Unknown
Ridge Trail (Moderate),3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7004106/ridge-trail-moderate,32.806386,-111.702748,Casa Grande,0.459685864,3.3,Casa Grande Parks & Recreation,http://www.casagrandeaz.gov/rec/parks/,,,188,427,4,14,1764,1477,Unknown,Unknown
Ocotillo Hill,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7010987/ocotillo-hill,32.266052,-111.091381,Tucson Estates,0.458638743,3.3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,26,54,2,6,2631,2580,Unknown,Unknown
Mordor,2.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7022188/mordor,32.347459,-112.901747,Ajo,0.457591623,3.3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,12,190,2,4,2019,1842,Leashed,Unknown
NAFTA,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7024492/nafta,32.354054,-112.922489,Ajo,0.456544503,3.3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,103,149,2,4,1977,1843,Leashed,Unknown
Old Faithful,2.7,INTERMEDIATE,https://www.mtbproject.com/trail/7022187/old-faithful,32.34579,-112.894857,Ajo,0.455497382,3.3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,109,133,2,4,2046,1956,Leashed,Unknown
Coldwater,3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7002878/coldwater,33.370316,-112.368651,Goodyear,0.454450262,3.3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,339,101,3,8,1321,988,Unknown,Allowed
Wren Arena Red Loop Trail,5.2,INTERMEDIATE,https://www.mtbproject.com/trail/7013549/wren-arena-red-loop-trail,31.563373,-110.391216,Sierra Vista,0.453403141,2.9,,,,,552,554,4,14,5264,4922,Leashed,Unknown
Cougar Trail,3.1,DIFFICULT,https://www.mtbproject.com/trail/7000860/cougar-trail,33.382551,-111.423156,Tucson Estates,0.452356021,3.2,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,180,339,3,10,2913,2680,Unknown,Unknown
The Spine,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7010988/the-spine,32.273048,-111.094543,Tucson Estates,0.451308901,3.2,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,8,77,3,6,2669,2592,Unknown,Unknown
Loma Trail,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7035149/loma-trail,33.439361,-111.932465,Tempe Junction,0.45026178,3.3,,,,,82,93,4,10,1232,1173,Unknown,Unknown
Upper Ranch Trail,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/7009194/upper-ranch-trail,33.761701,-111.842256,Carefree,0.44921466,3.2,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,79,127,2,7,2719,2664,Leashed,Unknown
Upper Cherry Tank,1.6,DIFFICULT,https://www.mtbproject.com/trail/7017455/upper-cherry-tank,32.501426,-110.85905,Catalina,0.448167539,3.2,,,,,425,23,5,23,3928,3527,Off-leash,Unknown
Eagle Scout,0.7,INTERMEDIATE,https://www.mtbproject.com/trail/7017620/eagle-scout,35.204465,-114.096767,Kingman,0.447120419,3.3,,,,,17,72,3,5,3679,3608,Unknown,Unknown
Lower Hawes,0.3,INTERMEDIATE,https://www.mtbproject.com/trail/547401/lower-hawes,33.495654,-111.677936,Fountain Hills,0.446073298,3.3,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,2,39,2,4,1597,1561,Unknown,Unknown
Lizard Trail,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/7022405/lizard-trail,33.441804,-111.932447,Tempe Junction,0.445026178,2.8,City of Tempe - Parks,http://www.tempe.gov/city-hall/community-services/parks,,,147,132,3,8,1301,1172,Unknown,Unknown
Bell Rock Bypass,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/4922995/bell-rock-bypass,34.797669,-111.763034,Village of Oak Creek (Big Park),0.443979058,2.8,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,113,45,4,8,4385,4273,Unknown,Unknown
Highland Trail,2.5,INTERMEDIATE,https://www.mtbproject.com/trail/7016896/highland-trail,35.137246,-111.696325,Kachina Village,0.442931937,3,Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,,,161,183,3,11,7055,6907,Unknown,Unknown
Chapel Trail,0.6,DIFFICULT,https://www.mtbproject.com/trail/4915427/chapel-trail,34.828011,-111.758012,Sedona,0.441884817,3,,,,,110,98,6,16,4512,4426,Unknown,Unknown
Yetman Trail,6.2,DIFFICULT,https://www.mtbproject.com/trail/4881641/yetman-trail,32.217334,-111.102961,Tucson Estates,0.440837696,2.8,,,,,439,746,4,11,3133,2697,Unknown,Unknown
Gadsden,6.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7002879/gadsden,33.323625,-112.392537,Goodyear,0.439790576,3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,331,373,2,10,1255,1051,Unknown,Allowed
Paradise Trail,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/7020338/paradise-trail,33.64615,-111.840262,Scottsdale,0.438743455,3,,,,,6,322,4,13,1968,1653,Unknown,Not Allowed
Big Wash Connector Trail,2.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7034288/big-wash-connector-trail,32.450552,-110.944722,Catalina,0.437696335,2.9,,,,,137,2,1,2,2961,2826,Unknown,Unknown
Fenceline Trail,1.1,EASY,https://www.mtbproject.com/trail/545362/fenceline-trail,33.480947,-111.68312,Fountain Hills,0.436649215,3,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,16,21,1,2,1595,1574,Unknown,Unknown
Levee,1.6,EASY,https://www.mtbproject.com/trail/4367141/levee,33.458594,-111.617722,Apache Junction,0.435602094,3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,0,68,1,3,1822,1754,Unknown,Allowed
Loop off Trail 100 East,2.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7007745/loop-off-trail-100-east,33.560234,-112.005255,Paradise Valley,0.434554974,3,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,166,162,2,7,1704,1549,Unknown,Unknown
Arizona Cypress Trail,1.6,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4942942/arizona-cypress-trail,34.894129,-111.83091,West Sedona,0.433507853,2.8,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,39,83,1,12,4437,4364,Unknown,Unknown
Trail 100 - West,1.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4881161/trail-100-west,33.597161,-112.065991,Phoenix,0.432460733,2.8,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,57,148,3,5,1454,1342,Unknown,Unknown
Potts Creek Trail #327,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7011157/potts-creek-trail-327,34.526958,-112.540849,Prescott,0.431413613,3,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,258,407,4,12,6371,6091,Leashed,Unknown
Tabletop,0.4,VERY DIFFICULT,https://www.mtbproject.com/trail/4969490/tabletop,34.846215,-111.795508,West Sedona,0.430366492,3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,28,36,3,6,4687,4651,Unknown,Unknown
Junebug,2.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7024401/junebug,32.688423,-110.898729,Oracle,0.429319372,3,,,,,130,68,2,4,3844,3752,Unknown,Unknown
Ringtail Trail,2.1,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/3750726/ringtail-trail,32.23754,-111.145963,Fountain Hills,0.428272251,3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,291,189,4,10,1988,1711,Unknown,Not Allowed
Bobcat,1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/6425776/bobcat,33.769266,-112.099929,Anthem,0.427225131,3,,,,,100,0,2,3,1676,1577,Leashed,Unknown
Hackamore Trail,1.7,EASY,https://www.mtbproject.com/trail/7037293/hackamore-trail,33.758198,-111.843343,Carefree,0.42617801,3,,,,,26,155,2,7,2734,2588,Leashed,Not Allowed
Granite Trail #54,0.8,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7036837/granite-trail-54,33.514657,-111.680407,Fountain Hills,0.42513089,3,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,183,0,5,12,1512,1329,Leashed,Unknown
Airport Loop South,3.3,DIFFICULT,https://www.mtbproject.com/trail/4969600/airport-loop-south,34.852821,-111.795229,West Sedona,0.42408377,2.3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,299,327,4,13,4723,4464,Unknown,Unknown
Alta Trail,4.7,DIFFICULT,https://www.mtbproject.com/trail/7020541/alta-trail,33.330313,-112.144153,Laveen,0.423036649,3,,,,,1454,1236,11,32,2421,1341,Unknown,Allowed
Little Granite Mountain Trail #37,4.2,DIFFICULT,https://www.mtbproject.com/trail/7012657/little-granite-mountain-trail-37,34.588089,-112.573898,Williamson,0.421989529,3,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,781,878,8,24,6550,5853,Leashed,Unknown
Full Loop (Green),9.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7038975/full-loop-green,34.610767,-112.465723,Prescott,0.420942408,3,,,,,594,584,2,12,5449,5255,Leashed,Unknown
