trail_name,length,difficulty,city,popularity,rating,local_club,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
kaysville mountain bike loop,2.3,INTERMEDIATE/DIFFICULT,"Fruit Heights, UT",0.798491379,4,"City of Kaysville, UT - Parks and Recreation",251,262,4,12,4992,4832,Unknown,Unknown
cowley's curse,2.3,EASY/INTERMEDIATE,"Pleasant Grove, UT",0.797413793,4.4,,205,205,3,12,5165,4982,Unknown,Unknown
scott's bypass,1.2,INTERMEDIATE,"Park City, UT",0.796336207,4.4,Mountain Trails Foundation,265,3,4,9,9750,9488,Unknown,Unknown
magic carpet,1.3,INTERMEDIATE,"Hurricane, UT",0.795258621,4.4,,12,55,1,2,5718,5672,Off-leash,Unknown
coyote trail,16.6,INTERMEDIATE/DIFFICULT,"Heber, UT",0.794181034,4,,1837,2159,5,16,7608,5855,Unknown,Unknown
margarita trail,2,INTERMEDIATE,"Springdale, UT",0.793103448,4.1,Trail Alliance of Southern Utah (TASU),167,21,2,6,4612,4460,Off-leash,Unknown
maverick,0.3,INTERMEDIATE,"Moab, UT",0.792025862,3.7,,2,85,5,13,4663,4578,Leashed,Unknown
red canyon bike trail #33016,8.9,EASY,"Panguitch, UT",0.790948276,4.4,Trail Alliance of Southern Utah (TASU),777,191,2,9,7826,7090,Unknown,Unknown
hurricane rim trail,6.4,DIFFICULT,"Hurricane, UT",0.78987069,3.7,Trail Alliance of Southern Utah (TASU),553,421,3,13,3789,3514,Unknown,Unknown
road to wos,3.2,INTERMEDIATE,"Summit Park, UT",0.788793103,4.5,,653,226,5,20,7896,7319,Off-leash,Unknown
practice trail,1.3,INTERMEDIATE,"Hurricane, UT",0.787715517,4.2,Trail Alliance of Southern Utah (TASU),81,49,2,6,5211,5138,Unknown,Unknown
moab canyon paved path,9,EASY,"Moab, UT",0.786637931,4.1,,674,145,2,7,4620,3970,Leashed,Not Allowed
top of the world jeep road,5.6,VERY DIFFICULT,"Moab, UT",0.785560345,4.5,BLM Utah - Moab Field Office,2031,613,9,21,7050,5058,Leashed,Allowed
ice box canyon,1,DIFFICULT,"Wolf Creek, UT",0.784482759,3.9,"USFS - Uinta, Wasatch & Cache National Forests Office",6,319,6,13,5512,5193,Unknown,Unknown
big water trail,1.5,INTERMEDIATE,"Snyderville, UT",0.783405172,4.5,,566,7,7,26,8191,7632,Unknown,Unknown
chuckwalla trail,0.9,INTERMEDIATE,"Santa Clara, UT",0.782327586,3.9,BLM Utah - St. George Field Office,46,63,2,4,3059,2995,Off-leash,Unknown
skyline trail,20.8,DIFFICULT,"Wolf Creek, UT",0.78125,4.3,"USFS - Uinta, Wasatch & Cache National Forests Office",6928,2977,9,42,9637,4998,Unknown,Unknown
snake pit,2.4,INTERMEDIATE,"Santa Clara, UT",0.780172414,4.2,Trail Alliance of Southern Utah (TASU),26,242,2,4,3113,2871,Unknown,Unknown
goosebump,3.6,INTERMEDIATE,"Hurricane, UT",0.779094828,4.1,Trail Alliance of Southern Utah (TASU),219,272,3,14,4025,3924,Unknown,Unknown
zoltar,0.7,INTERMEDIATE,"Moab, UT",0.778017241,4,Moab Trail Mix,32,47,2,6,4612,4577,Leashed,Unknown
valley of the gods jeep road,17,EASY/INTERMEDIATE,"Blanding, UT",0.776939655,4.4,,563,1415,2,13,5301,4443,Leashed,Allowed
bonneville shoreline trail: north ogden,4.7,INTERMEDIATE,"North Ogden, UT",0.775862069,4.1,,738,503,5,26,5779,5095,Leashed,Unknown
ogden bst - 12th street to jumpoff canyon,3.8,INTERMEDIATE/DIFFICULT,"Ogden, UT",0.774784483,4.1,Bonneville Shoreline Trail,635,349,5,39,4978,4425,Unknown,Unknown
the barrel,0.4,DIFFICULT,"Midway, UT",0.773706897,4.4,Wasatch Trails Alliance,0,169,8,16,6020,5851,Unknown,Allowed
bar-b loop,2.3,DIFFICULT,"Moab, UT",0.77262931,3.7,Moab Trail Mix,216,224,4,14,4817,4675,Leashed,Not Allowed
birch creek trail,2.4,INTERMEDIATE,"Smithfield, UT",0.771551724,4.1,,885,0,7,17,6244,5359,Off-leash,Unknown
twilight zone,2.5,INTERMEDIATE,"Enoch, UT",0.770474138,4.3,Trail Alliance of Southern Utah (TASU),176,103,2,8,5922,5797,Unknown,Unknown
blacksmith fork river trail,4,INTERMEDIATE,"Hyrum, UT",0.769396552,3.9,"USFS - Uinta, Wasatch & Cache National Forests Office",345,36,2,11,5073,4762,Unknown,Unknown
black loop,1.3,DIFFICULT,"Fruit Heights, UT",0.768318966,4.3,,170,172,5,16,4849,4677,Unknown,Unknown
rainbow downhill,1.2,INTERMEDIATE,"Ogden, UT",0.767241379,4.1,,29,354,6,19,4750,4411,Unknown,Unknown
handsome cabin boy (hcb),1.7,DIFFICULT,"Vernal, UT",0.766163793,4.4,NUMB (Northeastern Utah Mountain Bikers),184,303,5,19,5983,5689,Unknown,Unknown
racetrack,6.8,INTERMEDIATE,"Maeser, UT",0.765086207,4.3,NUMB (Northeastern Utah Mountain Bikers),452,451,3,10,6038,5606,Off-leash,Unknown
rim rock,3.1,INTERMEDIATE/DIFFICULT,"Santa Clara, UT",0.764008621,4.3,Trail Alliance of Southern Utah (TASU),429,123,3,8,3429,3044,Unknown,Unknown
sardine peak trail,4.6,INTERMEDIATE,"Ogden, UT",0.762931034,4.3,"USFS - Uinta, Wasatch & Cache National Forests Office",1152,379,6,20,7269,6129,Unknown,Unknown
rob's trail,2.1,INTERMEDIATE,"Snyderville, UT",0.761853448,4.1,Mountain Trails Foundation,774,42,7,42,7924,7182,Unknown,Unknown
nome,2,DIFFICULT,"Moab, UT",0.760775862,4.3,Moab Trail Mix,191,379,5,14,5069,4738,Leashed,Unknown
coldwater canyon to bst,1.1,INTERMEDIATE,"North Ogden, UT",0.759698276,4.3,"Weber County Government, Ogden, UT - Parks",401,0,7,15,5179,4778,Leashed,Unknown
rim runner,0.7,INTERMEDIATE/DIFFICULT,"Santa Clara, UT",0.75862069,4.3,Trail Alliance of Southern Utah (TASU),58,46,3,7,3448,3391,Unknown,Unknown
7-up singletrack option,0.6,INTERMEDIATE,"Moab, UT",0.757543103,4.3,Moab Trail Mix,45,102,5,10,5566,5464,Leashed,Not Allowed
hell canyon,2.9,VERY DIFFICULT,"Moab, UT",0.756465517,4.5,Moab Trail Mix,77,2290,15,58,9140,6861,Leashed,Not Allowed
colorado river overlook trail,7.4,INTERMEDIATE,"Moab, UT",0.755387931,4.5,,299,313,2,7,4908,4766,No Dogs,Allowed
flagstaff loop,1.8,INTERMEDIATE,"Park City, UT",0.754310345,4.5,Mountain Trails Foundation,169,221,4,15,9009,8808,Unknown,Unknown
hotel rock trail,3.9,VERY DIFFICULT,"Blanding, UT",0.753232759,4.5,,1214,10,6,17,6196,4993,Unknown,Unknown
west doubletrack,5,VERY DIFFICULT,"Maeser, UT",0.752155172,4.5,BLM Utah - Vernal Office,32,1716,7,17,7734,6036,Unknown,Unknown
turbulence,1.6,DIFFICULT,"Washington, UT",0.751077586,4.5,,122,270,5,12,2937,2767,Unknown,Unknown
north syncline trail,3.2,DIFFICULT,"River Heights, UT",0.75,4.5,"USFS - Uinta, Wasatch & Cache National Forests Office",783,614,8,22,8522,7857,Unknown,Unknown
fisher mesa extension,5.3,INTERMEDIATE/DIFFICULT,"Moab, UT",0.748922414,4.5,BLM Utah - Moab Field Office,365,987,5,20,7460,6825,Leashed,Unknown
slippery when wet,4.9,DIFFICULT,"Maeser, UT",0.747844828,4,BLM Utah - Vernal Office,319,414,3,14,5304,5059,Off-leash,Unknown
wardsworth canyon trail #8010,7.1,DIFFICULT,"Springville, UT",0.746767241,4.5,,2304,0,6,17,8374,6070,Leashed,Unknown
little purgatory trail,2.6,DIFFICULT,"Leeds, UT",0.745689655,4.5,Trail Alliance of Southern Utah (TASU),103,849,7,17,3835,2986,Unknown,Unknown
flyer territory,1.6,INTERMEDIATE,"Washington, UT",0.744612069,4.5,,217,128,4,14,2801,2684,Unknown,Unknown
queen bess,0.9,INTERMEDIATE,"Alta, UT",0.743534483,4.5,,392,66,9,35,8650,8287,No Dogs,Unknown
billy idol,0.4,DIFFICULT,"Eagle Mountain, UT",0.742456897,4.5,"USFS - Uinta, Wasatch & Cache National Forests Office",115,0,6,13,5228,5112,Unknown,Unknown
bronto jam,0.5,INTERMEDIATE,"Snyderville, UT",0.74137931,4.5,,1,122,5,11,6725,6603,No Dogs,Not Allowed
pipeline trail,0.7,EASY,"Liberty, UT",0.740301724,4.5,,156,2,4,15,5813,5660,Leashed,Allowed
ricks canyon,4.5,DIFFICULT,"North Logan, UT",0.739224138,4.5,"USFS - Uinta, Wasatch & Cache National Forests Office",1928,9,8,26,7444,5525,Unknown,Unknown
richards hollow 019g,5.6,DIFFICULT,"Millville, UT",0.738146552,4.5,,2056,34,7,38,7486,5464,Leashed,Unknown
monarch loop trail,3.1,INTERMEDIATE,"Junction, UT",0.737068966,4.5,Eagle Point Ski Resort,385,389,5,16,10536,10148,Unknown,Unknown
bamm bamm,0.4,DIFFICULT,"Snyderville, UT",0.735991379,4.5,,1,112,6,8,6724,6613,No Dogs,Unknown
overflow connector,0.2,EASY,"Moab, UT",0.734913793,4.5,,9,1,1,1,5959,5950,No Dogs,Allowed
four loko,1.4,VERY DIFFICULT,"Enoch, UT",0.733836207,4.5,Trail Alliance of Southern Utah (TASU),156,208,5,18,5913,5744,Leashed,Unknown
oil bolt,0.8,INTERMEDIATE,"Washington, UT",0.732758621,4.5,,0,188,4,11,2967,2778,Unknown,Unknown
mules ear connector,1.1,INTERMEDIATE,"Liberty, UT",0.731681034,4.5,,149,55,3,10,6009,5859,Unknown,Allowed
hoover junction (three peaks technical),1.3,DIFFICULT,"Enoch, UT",0.730603448,4.5,Trail Alliance of Southern Utah (TASU),159,227,6,14,5916,5759,Leashed,Unknown
s'mo joes,1.3,INTERMEDIATE,"Carbonville, UT",0.729525862,4.5,BLM Utah-Price Field Office,16,180,3,11,6182,6018,Unknown,Unknown
intrepid,0.7,EASY/INTERMEDIATE,"Moab, UT",0.728448276,3.9,Dead Horse Point State Park,22,59,2,6,5925,5888,No Dogs,Allowed
canyon hollow,2,INTERMEDIATE,"Draper, UT",0.72737069,3.7,"City of Draper, UT - Parks and Trails",740,7,7,15,5842,5109,Unknown,Allowed
holy guacamole,3.3,DIFFICULT,"Springdale, UT",0.726293103,3.8,Trail Alliance of Southern Utah (TASU),208,186,2,14,4571,4452,Off-leash,Unknown
killer bee,0.7,DIFFICULT,"Moab, UT",0.725215517,4.1,,0,475,14,40,4707,4231,Leashed,Not Allowed
woodshollow trail,1.7,EASY/INTERMEDIATE,"Alpine, UT",0.724137931,4.1,,3,427,5,8,6091,5664,Leashed,Allowed
dino cliffs,2,INTERMEDIATE/DIFFICULT,"Washington, UT",0.723060345,3.9,Trail Alliance of Southern Utah (TASU),83,175,2,23,3295,3127,Unknown,Unknown
sovereign,9.9,DIFFICULT,"Moab, UT",0.721982759,3.6,Moab Trails Alliance,1295,1098,5,23,4851,4383,Leashed,Allowed
kaysville bonneville shoreline,3.6,INTERMEDIATE,"Fruit Heights, UT",0.720905172,3.6,,696,368,6,16,5277,4886,Unknown,Unknown
bonneville shoreline trail - city creek to bobsled,3.2,INTERMEDIATE/DIFFICULT,"Salt Lake City, UT",0.719827586,4.2,Bonneville Shoreline Trail Coalition,1198,65,7,25,5797,4661,Leashed,Unknown
rts,2.7,EASY/INTERMEDIATE,"Snyderville, UT",0.71875,3.8,Mountain Trails Foundation,260,294,4,11,6747,6486,Unknown,Unknown
race course loop,3.9,INTERMEDIATE,"Enoch, UT",0.717672414,4.1,Trail Alliance of Southern Utah (TASU),320,321,3,14,6152,5839,Unknown,Unknown
eric's trail,4.9,INTERMEDIATE/DIFFICULT,"Herriman, UT",0.716594828,4,,911,579,6,15,6112,5234,Unknown,Unknown
got milk?,4,INTERMEDIATE,"Maeser, UT",0.715517241,3.9,BLM Utah - Vernal Office,288,278,3,10,5319,5123,Off-leash,Unknown
three peaks loop,5.9,INTERMEDIATE,"Enoch, UT",0.714439655,4,Trail Alliance of Southern Utah (TASU),551,526,3,16,6050,5693,Leashed,Unknown
cub scout loop,1.6,DIFFICULT,"Hurricane, UT",0.713362069,4.1,,144,207,4,12,3117,2912,Unknown,Unknown
south maple hollow trail,1.7,INTERMEDIATE,"Alpine, UT",0.712284483,4,,504,23,6,18,6163,5659,Leashed,Unknown
achtung baby,2.2,INTERMEDIATE,"Alpine, UT",0.711206897,4.1,,33,532,5,16,5821,5317,No Dogs,Allowed
rusty spur,1.6,EASY/INTERMEDIATE,"Moab, UT",0.71012931,3.6,Moab Trail Mix,89,75,2,7,4628,4573,Leashed,Not Allowed
lost prospector,3.8,INTERMEDIATE,"Park City, UT",0.709051724,3.9,Mountain Trails Foundation,410,136,3,25,7250,6893,Unknown,Unknown
spring hollow,6.1,DIFFICULT,"North Logan, UT",0.707974138,4.1,"USFS - Uinta, Wasatch & Cache National Forests Office",3605,1,11,25,8615,5010,Unknown,Unknown
josephite point trail,7,INTERMEDIATE,"Manti, UT",0.706896552,4.3,Mountain Trails Foundation,778,831,4,13,8957,8571,Unknown,Unknown
serendipity trail,1,INTERMEDIATE,"Naples, UT",0.705818966,4.1,BLM Utah - Vernal Office,3,379,7,19,6014,5638,Off-leash,Unknown
mule shoe trail,2.2,INTERMEDIATE,"Liberty, UT",0.704741379,4.3,"Weber County Government, Ogden, UT - Parks",423,263,6,22,5982,5621,Unknown,Unknown
west canyon road,4.1,EASY,"Ivins, UT",0.703663793,4.3,Utah State Parks,397,2,2,4,3664,3269,Unknown,Allowed
lightning switch,2.5,INTERMEDIATE/DIFFICULT,"Cedar City, UT",0.702586207,4.3,Trail Alliance of Southern Utah (TASU),952,0,7,18,7034,6082,Unknown,Unknown
east intermediate trail,2.2,INTERMEDIATE,"Kamas, UT",0.701508621,4.2,,358,554,8,17,7785,7231,Off-leash,Unknown
mid-way trail,1.1,INTERMEDIATE,"Alta, UT",0.700431034,4.3,,20,327,6,17,8474,8147,No Dogs,Unknown
flow trail,1.8,INTERMEDIATE,"Junction, UT",0.699353448,4.3,Eagle Point Ski Resort,2,373,4,9,10335,9964,Off-leash,Unknown
gambel,1,EASY,"Pleasant Grove, UT",0.698275862,4.3,,62,61,2,9,4982,4922,Unknown,Unknown
west fork duncan creek trail #222,2.6,INTERMEDIATE/DIFFICULT,"Beaver, UT",0.697198276,4.3,,30,871,6,22,9377,8532,Off-leash,Unknown
knoll trail branch,0.9,INTERMEDIATE,"Brigham City, UT",0.69612069,4.3,Brigham City - Parks Division,137,233,8,22,5398,5262,Off-leash,Unknown
athena trail,5.6,INTERMEDIATE,"East Carbon City, UT",0.695043103,4.2,BLM Utah - Moab Field Office,411,409,3,11,4323,4199,Unknown,Unknown
soft rock,0.3,EASY,"Pleasant Grove, UT",0.693965517,4.3,,34,34,4,9,4905,4871,Unknown,Unknown
yeti's,3,INTERMEDIATE/DIFFICULT,"Snyderville, UT",0.692887931,4,,1083,0,7,22,8035,6952,Leashed,Unknown
panorama trail,2.7,INTERMEDIATE,"Escalante, UT",0.691810345,4.3,Utah DNR - Kodachrome Basin State Park,163,213,3,8,5862,5774,Unknown,Allowed
pineview west trail,3.2,INTERMEDIATE,"Wolf Creek, UT",0.690732759,4.2,,125,156,2,11,4967,4905,Off-leash,Unknown
east fork wheeler creek trail,3.2,INTERMEDIATE,"Wolf Creek, UT",0.689655172,4.3,"USFS - Uinta, Wasatch & Cache National Forests Office",863,36,5,17,6329,5502,Leashed,Unknown
peakview trail,2,INTERMEDIATE,"Alpine, UT",0.688577586,4.2,,603,6,6,17,6450,5854,Unknown,Allowed
lewis peak trail,2.9,INTERMEDIATE/DIFFICULT,"Liberty, UT",0.6875,4.3,"USFS - Uinta, Wasatch & Cache National Forests Office",655,359,7,20,8000,7702,Unknown,Unknown
ambush,1.4,INTERMEDIATE,"Snyderville, UT",0.686422414,4.3,Mountain Trails Foundation,0,575,8,16,8127,7552,Unknown,Unknown
raven,0.6,DIFFICULT,"Kanab, UT",0.685344828,4.3,Kanab Cycling Club,120,92,6,17,5194,5075,Leashed,Unknown
short stack,1.2,INTERMEDIATE/DIFFICULT,"Summit Park, UT",0.684267241,4.3,,43,411,7,17,7777,7377,Leashed,Unknown
bobsled (downhill only),0.4,INTERMEDIATE/DIFFICULT,"South Ogden, UT",0.683189655,4,,3,284,14,25,5157,4875,Unknown,Unknown
mercer mountain,1.2,INTERMEDIATE,"Alpine, UT",0.682112069,4.2,"City of Draper, UT - Parks and Trails",8,257,4,14,5950,5701,Unknown,Unknown
timberline,2.3,DIFFICULT,"Parowan, UT",0.681034483,4.2,Trail Alliance of Southern Utah (TASU),0,1139,10,26,10904,9765,No Dogs,Unknown
adventure scout loop,0.9,DIFFICULT,"Hurricane, UT",0.679956897,4.3,Utah State Parks - Quail Creek State Park,141,99,5,17,3213,3079,Unknown,Unknown
jasper,1.7,EASY,"Moab, UT",0.67887931,3.8,Moab Trail Mix,104,108,2,11,4732,4678,Leashed,Unknown
rambler,5.9,INTERMEDIATE/DIFFICULT,"Snyderville, UT",0.677801724,4,Mountain Trails Foundation,770,527,4,11,7058,6482,Off-leash,Unknown
baby steps (north) loop,1.3,INTERMEDIATE/DIFFICULT,"Moab, UT",0.676724138,3.6,Moab Trail Mix,0,494,7,17,5203,4709,Leashed,Unknown
green loop,1.6,INTERMEDIATE,"Fruit Heights, UT",0.675646552,3.9,,191,194,4,12,4848,4654,Unknown,Unknown
fire sale,2.3,DIFFICULT,"Maeser, UT",0.674568966,3.9,BLM Utah - Vernal Office,208,303,4,16,5265,5130,Off-leash,Unknown
hildalgo,0.6,INTERMEDIATE,"Moab, UT",0.673491379,3.9,Moab Trail Mix,182,0,6,8,5598,5416,Leashed,Not Allowed
deadwood dh,3.9,INTERMEDIATE,"Eagle Mountain, UT",0.672413793,4,,274,438,3,11,5448,5127,Unknown,Unknown
big spring hollow trail,2.3,INTERMEDIATE,"Lindon, UT",0.671336207,4,"USFS - Uinta, Wasatch & Cache National Forests Office",711,378,9,27,6491,5780,Unknown,Unknown
zooropa trail,1.7,INTERMEDIATE/DIFFICULT,"Alpine, UT",0.670258621,3.6,"City of Draper, UT - Parks and Trails",18,515,6,13,6188,5691,No Dogs,Unknown
pritchett canyon jeep road,5.8,INTERMEDIATE/DIFFICULT,"Moab, UT",0.669181034,4,,410,942,4,18,4800,3975,Leashed,Allowed
kokopelli trail: hazard county - ups,1.8,INTERMEDIATE,"Moab, UT",0.668103448,3.5,Moab Trail Mix,9,513,5,21,8299,7795,Leashed,Not Allowed
bonneville shoreline to coldwater canyon - north ogden,6.7,DIFFICULT,"Harrisville, UT",0.667025862,4,Bonneville Shoreline Trail,1549,898,7,37,5819,4439,Unknown,Unknown
robertson pasture trail,7.2,DIFFICULT,"Monticello, UT",0.665948276,4,,626,2297,8,26,10518,8355,Leashed,Allowed
rim ramble,0.8,INTERMEDIATE/DIFFICULT,"Santa Clara, UT",0.66487069,4,Trail Alliance of Southern Utah (TASU),73,15,2,8,3309,3246,Unknown,Unknown
the edge,0.6,INTERMEDIATE,"Moab, UT",0.663793103,3.5,Moab Trail Mix,86,0,3,8,4462,4375,Leashed,Not Allowed
goulds,2.4,INTERMEDIATE,"Hurricane, UT",0.662715517,3.9,Trail Alliance of Southern Utah (TASU),233,1,2,5,4313,4080,Unknown,Unknown
little salty,1.7,INTERMEDIATE/DIFFICULT,"Moab, UT",0.661637931,3.6,Moab Trail Mix,2,400,5,13,5068,4670,Leashed,Unknown
wildcat,0.8,INTERMEDIATE,"Moab, UT",0.660560345,3.9,Moab Trail Mix,35,115,4,10,5647,5532,Leashed,Not Allowed
lime,0.9,INTERMEDIATE/DIFFICULT,"Springdale, UT",0.659482759,3.9,Trail Alliance of Southern Utah (TASU),56,14,2,7,4571,4517,Off-leash,Unknown
and cookies,2,EASY,"Maeser, UT",0.658405172,3.6,BLM Utah - Vernal Office,131,143,3,7,5378,5280,Off-leash,Unknown
24-7,4.9,INTERMEDIATE,"Summit Park, UT",0.657327586,4,Basin Recreation,853,360,5,16,6890,6223,Unknown,Unknown
mule's ear trail,2.8,INTERMEDIATE,"Liberty, UT",0.65625,4,"Weber County Government, Ogden, UT - Parks",503,672,8,23,6500,5828,Unknown,Unknown
ricochet,2.6,INTERMEDIATE/DIFFICULT,"Snyderville, UT",0.655172414,4,,35,1219,9,30,8107,6924,Unknown,Unknown
loose moose,0.8,INTERMEDIATE,"Park City, UT",0.654094828,4,,5,224,5,7,7573,7354,Unknown,Unknown
dark trail,1.6,INTERMEDIATE,"Tooele, UT",0.653017241,4,,317,2,4,7,5719,5402,Leashed,Unknown
cassidy trail #33093,8.7,INTERMEDIATE/DIFFICULT,"Panguitch, UT",0.651939655,4,,1203,800,4,20,7981,7337,Unknown,Unknown
john's trail,1.6,DIFFICULT,"Park City, UT",0.650862069,3.5,,37,514,6,18,8234,7720,Unknown,Unknown
bst - provo canyon section,5.4,INTERMEDIATE/DIFFICULT,"Orem, UT",0.649784483,3.5,"USFS - Uinta, Wasatch & Cache National Forests Office",698,687,5,38,5701,5107,Unknown,Unknown
geyser pass - burro pass,1.3,INTERMEDIATE,"Moab, UT",0.648706897,4,Moab Trail Mix,74,178,4,12,10583,10412,Leashed,Not Allowed
crest connector,1.2,INTERMEDIATE,"Snyderville, UT",0.64762931,3.8,,21,500,8,13,8952,8473,Unknown,Unknown
bonneville shoreline trail - bobsled access,3.2,INTERMEDIATE,"Salt Lake City, UT",0.646551724,3.6,,890,127,6,16,5866,5030,Unknown,Unknown
icehouse trail,6.8,INTERMEDIATE/DIFFICULT,"Washington, UT",0.645474138,3.5,Trail Alliance of Southern Utah (TASU),26,1981,6,17,4980,3025,Unknown,Unknown
houdini,1.8,INTERMEDIATE,"Moab, UT",0.644396552,3.7,Moab Trail Mix,164,68,2,7,4594,4432,Leashed,Not Allowed
thor's hideout #4,1.3,INTERMEDIATE/DIFFICULT,"Cedar City, UT",0.643318966,4,,328,10,5,10,6442,6122,Unknown,Unknown
lexi and ethan trail,0.6,INTERMEDIATE,"Draper, UT",0.642241379,4,"City of Draper, UT - Parks and Trails",172,7,6,14,5361,5197,Leashed,Unknown
3 candles,0.7,INTERMEDIATE,"Park City, UT",0.641163793,4,,226,11,7,20,8952,8737,Unknown,Unknown
stucki connector,3,INTERMEDIATE,"Santa Clara, UT",0.640086207,4,Trail Alliance of Southern Utah (TASU),231,67,2,8,3068,2863,Unknown,Unknown
bonneville shoreline trail: corner canyon connector (c3),3.1,INTERMEDIATE,"Granite, UT",0.639008621,3.8,,193,172,2,10,5230,5124,Unknown,Unknown
sevenmile rim jeep road,12.8,INTERMEDIATE/DIFFICULT,"Moab, UT",0.637931034,4,BLM Utah - Moab Field Office,1196,1133,3,15,5337,4605,Leashed,Allowed
pioneer trail (north ogden canyon),3.9,INTERMEDIATE/DIFFICULT,"North Ogden, UT",0.636853448,4,,1367,731,10,29,6175,4808,Unknown,Unknown
baby thunder trail,1.7,INTERMEDIATE/DIFFICULT,"Alta, UT",0.635775862,4,,24,525,6,11,8467,7963,No Dogs,Unknown
rails-to-trails,15.3,EASY,"Clearfield, UT",0.634698276,4,,46,273,0,1,4439,4211,Unknown,Unknown
toe,1.7,EASY/INTERMEDIATE,"Ivins, UT",0.63362069,4,Utah State Parks - Snow Canyon,18,63,1,4,3203,3157,Unknown,Allowed
dowd mountain trail #165,3.5,INTERMEDIATE,"Manila, UT",0.632543103,4,USFS - Ashley National Forest Office,337,442,4,12,7977,7534,Unknown,Unknown
snowtop,1.7,INTERMEDIATE,"Park City, UT",0.630387931,4,Mountain Trails Foundation,256,254,6,22,7570,7314,Off-leash,Unknown
snakepit rim,1.8,EASY,"Santa Clara, UT",0.629310345,4,,0,234,3,7,3103,2869,Unknown,Unknown
preserve connector trail,2.2,INTERMEDIATE,"Summit Park, UT",0.628232759,3.8,Basin Recreation,31,502,5,12,7570,7076,Unknown,Unknown
upper intermediate trail,1,DIFFICULT,"Kamas, UT",0.627155172,4,South Summit Trails Foundation,297,255,10,32,8037,7740,Off-leash,Allowed
blue ribbon,0.5,INTERMEDIATE/DIFFICULT,"South Ogden, UT",0.626077586,4,,192,13,8,20,5186,5008,Leashed,Unknown
mud springs #173,2.7,DIFFICULT,"Alpine, UT",0.625,4,"USFS - Uinta, Wasatch & Cache National Forests Office",239,1153,10,47,8226,7075,Unknown,Allowed
flume trail,2.6,DIFFICULT,"Ephraim, UT",0.623922414,4,Utah DNR - Division of Wildlife Resources,21,814,6,28,6660,5861,Unknown,Unknown
klondike bluff 4x4 jeep road,7.1,EASY/INTERMEDIATE,"Moab, UT",0.622844828,3.5,BLM Utah - Moab Field Office,890,79,3,15,5313,4502,Leashed,Allowed
red hollow trail #3,0.7,DIFFICULT,"Cedar City, UT",0.621767241,4,Trail Alliance of Southern Utah (TASU),0,426,11,19,6439,6014,Unknown,Unknown
deer creek trail,8,INTERMEDIATE,"Midway, UT",0.620689655,3.5,Utah State Parks,590,567,3,14,5609,5404,Unknown,Allowed
big rock candy bike path,7,EASY,"Monroe, UT",0.619612069,4,,291,72,1,9,5823,5539,Off-leash,Allowed
dark hollow trail #32032,4.6,DIFFICULT,"Parowan, UT",0.618534483,4,Trail Alliance of Southern Utah (TASU),0,2201,9,32,10896,8695,Unknown,Unknown
cedar mountain (sovereign upper loop),3.8,INTERMEDIATE/DIFFICULT,"Moab, UT",0.617456897,4,Moab Trails Alliance,353,561,5,15,4973,4543,Leashed,Allowed
spring creek trail (159),3,DIFFICULT,"Monticello, UT",0.61637931,4,,901,246,7,19,10112,9355,Leashed,Not Allowed
tommy's two step,1.3,INTERMEDIATE,"Park City, UT",0.615301724,4,,16,484,7,15,8709,8241,Unknown,Unknown
blazing saddle,0.7,EASY/INTERMEDIATE,"Park City, UT",0.614224138,4,Mountain Trails Foundation,158,8,5,8,9457,9299,Unknown,Unknown
murdock canal trail,0.2,INTERMEDIATE/DIFFICULT,"Pleasant Grove, UT",0.613146552,4,,6,0,1,1,4848,4842,Unknown,Unknown
lower centennial,0.8,DIFFICULT,"Liberty, UT",0.612068966,4,,455,25,11,21,6208,5778,Unknown,Unknown
elephant head trail,1.4,INTERMEDIATE/DIFFICULT,"Syracuse, UT",0.610991379,4,Utah State Parks,128,122,3,20,4876,4769,Unknown,Allowed
puffer lake trail,2.2,INTERMEDIATE,"Junction, UT",0.609913793,4,,0,993,9,34,10718,9725,Off-leash,Unknown
ogden canyon overlook,0.6,INTERMEDIATE,"Ogden, UT",0.608836207,4,"Weber County Government, Ogden, UT - Parks",247,0,8,14,5132,4884,Unknown,Unknown
wild rose upper downhill 1,0.2,INTERMEDIATE/DIFFICULT,"North Salt Lake, UT",0.607758621,4,"City of North Salt Lake, UT - Parks and Recreation",0,87,9,17,5516,5428,Unknown,Unknown
bear canyon spur,1.6,DIFFICULT,"Cedar Hills, UT",0.606681034,4,"USFS - Uinta, Wasatch & Cache National Forests Office",0,1380,16,45,7889,6508,Unknown,Allowed
fault line,0.7,INTERMEDIATE/DIFFICULT,"Pleasant Grove, UT",0.605603448,4,,49,34,2,8,5147,5108,Unknown,Unknown
barrel overlook access road,0.5,INTERMEDIATE,"Santa Clara, UT",0.604525862,4,Trail Alliance of Southern Utah (TASU),181,0,6,14,3348,3166,Off-leash,Unknown
imbatween,1.1,INTERMEDIATE,"Spring Glen, UT",0.603448276,4,BLM Utah-Price Field Office,105,39,2,9,6346,6275,Unknown,Unknown
rose,0.2,EASY,"Pleasant Grove, UT",0.60237069,4,,20,20,3,8,4922,4903,Unknown,Unknown
above abyss,2.2,DIFFICULT,"Moab, UT",0.601293103,4,,198,288,4,16,4644,4443,Leashed,Allowed
